Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G,G/M,DMG,DMG/M,KPAR,KS,GS,CP,Champs,Role
2023,Spring_Season,Team Whales,Glory2,37,24,13,64.9%,3.57,2.51,6.89,4.16,269.84,8.36,12.9,399,18.6k,576.7,68.4%,23.3%,21.5%,15,"['Annie', 'Jayce', 'Ahri']",Mid Laner
2023,Spring_Season,Team Whales,Killerqueen,37,24,13,64.9%,2.76,2.81,8.35,3.95,166.73,5.17,11.2,346,11.9k,368.8,72.6%,18%,18.7%,8,"['Wukong', 'Lee Sin', 'Maokai']",Jungler
2023,Spring_Season,Team Whales,Nagiya,37,24,13,64.9%,3.03,2.65,6.59,3.63,241.97,7.5,12.5,387,16.7k,518.7,62.9%,19.8%,20.9%,12,"[""K'Sante"", 'Jax', 'Malphite']",Top Laner
2023,Spring_Season,Team Whales,Vit,36,23,13,63.9%,4.83,2.47,5.31,4.1,318.19,9.78,15.1,464,21.6k,662.5,66.2%,31.6%,25.1%,10,"['Xayah', 'Varus', 'Lucian']",Bot Laner
2023,Spring_Season,Team Whales,Bie,33,20,13,60.6%,1.09,2.06,10.45,5.6,34.03,1.04,8.3,253,7.2k,221.4,77%,7.3%,13.8%,16,"['Nautilus', 'Ashe', 'Nami']",Support
2023,Spring_Season,Team Whales,CBL,4,4,0,100%,1,1.75,10.75,6.71,34.5,1.19,8.2,282,6.4k,219.1,66.2%,5.6%,14%,4,"['Ashe', 'Rakan', 'Thresh']",Support
2023,Spring_Season,Team Whales,Harky,1,1,0,100%,6,1,5,11,208,9.24,11.2,499,10.9k,485.6,73.3%,40%,24.1%,1,['Xayah'],Bot Laner
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Artemis,12,4,8,33.3%,4.92,2.67,4.5,3.53,309.75,9.86,14.3,457,21.5k,683.2,71.1%,37.1%,26%,6,"['Zeri', 'Jinx', 'Aphelios']",Bot Laner
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Draktharr,12,4,8,33.3%,2.92,3.33,6.67,2.88,169.17,5.39,10.9,346,10.5k,332.9,72.3%,22%,19.7%,5,"['Viego', 'Wukong', 'Kindred']",Jungler
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Pun,12,4,8,33.3%,1.92,3.5,6,2.26,230.75,7.35,11,351,14.9k,473.6,59.7%,14.5%,20%,8,"['Olaf', 'Malphite', 'Swain']",Top Laner
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Yado,12,4,8,33.3%,2.75,3.33,6.83,2.88,241.83,7.7,11.6,369,16.9k,537.1,72.3%,20.8%,21%,6,"['Lissandra', 'Ahri', 'Taliyah']",Mid Laner
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),RonOP,8,2,6,25%,0.88,3.13,6.5,2.36,35.63,1.13,7.4,233,3.6k,114.6,65.6%,7.8%,13.4%,3,"['Rakan', 'Nautilus', 'Lulu']",Support
2023,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Hieu3,4,2,2,50%,0.5,3,13.25,4.58,33,1.06,7.3,236,5.1k,166,79.7%,2.9%,13.1%,4,"['Rakan', 'Blitzcrank', 'Nautilus']",Support
2023,Spring_Playoffs,GAM Esports,Kati,13,9,4,69.2%,2.62,2,7.77,5.19,239.15,8.19,11.4,392,13.6k,466.9,68.5%,17.3%,20.3%,6,"['Lissandra', 'Galio', 'Ahri']",Mid Laner
2023,Spring_Playoffs,GAM Esports,Kiaya,13,9,4,69.2%,3,1.85,3.85,3.71,260.54,8.92,12.5,428,16.7k,573.6,45.2%,19.8%,22.2%,8,"['Jax', 'Fiora', 'Jayce']",Top Laner
2023,Spring_Playoffs,GAM Esports,Levi,13,9,4,69.2%,3.38,2.08,6.92,4.96,177.08,6.07,10.9,374,10.7k,366.8,68%,22.3%,19.4%,7,"['Wukong', 'Lee Sin', 'Kindred']",Jungler
2023,Spring_Playoffs,GAM Esports,Sty1e,13,9,4,69.2%,4.92,2.54,6.15,4.36,289.69,9.92,14,481,18.6k,638.3,73.1%,32.5%,24.9%,4,"['Zeri', 'Jinx', 'Varus']",Bot Laner
2023,Spring_Playoffs,GAM Esports,Zin,13,9,4,69.2%,1.23,2.15,9.69,5.07,32.38,1.11,7.5,258,4.3k,148.2,72.1%,8.1%,13.4%,4,"['Nautilus', 'Rakan', 'Lulu']",Support
2023,Spring_Playoffs,SBTC Esports,DNK,16,9,7,56.3%,2.13,2.94,5.38,2.55,155.81,5.4,9.7,337,8.4k,289.8,61.9%,17.5%,18.5%,5,"['Vi', 'Gragas', 'Sejuani']",Jungler
2023,Spring_Playoffs,SBTC Esports,Dia1,16,9,7,56.3%,3.06,2.06,4.56,3.7,251.19,8.71,11.8,411,16.5k,572.6,62.9%,25.3%,22.5%,8,"['Sylas', 'Syndra', 'Ahri']",Mid Laner
2023,Spring_Playoffs,SBTC Esports,Nper,16,9,7,56.3%,1.94,2.69,4.44,2.37,216.94,7.52,10.5,363,12.3k,426.3,52.6%,16%,19.9%,8,"[""K'Sante"", 'Gwen', 'Kennen']",Top Laner
2023,Spring_Playoffs,SBTC Esports,Palette,16,9,7,56.3%,0.63,2.19,7.88,3.89,33.75,1.17,7.1,245,4.3k,150.2,70.1%,5.2%,13.4%,7,"['Lulu', 'Braum', 'Rakan']",Support
2023,Spring_Playoffs,SBTC Esports,Slayder,16,9,7,56.3%,4.38,1.75,3.19,4.32,293.81,10.19,13.4,466,14.2k,490.9,62.4%,36.1%,25.6%,6,"['Zeri', 'Jinx', 'Xayah']",Bot Laner
2023,Spring_Playoffs,Team Whales,Bie,9,3,6,33.3%,0.11,2.56,8.56,3.39,31.67,0.99,7.2,223,4.1k,128.7,70.3%,0.9%,12.5%,9,"['Renata Glasc', 'Nami', 'Blitzcrank']",Support
2023,Spring_Playoffs,Team Whales,Glory2,9,3,6,33.3%,3.67,2,5.67,4.67,277,8.65,12.9,402,19.5k,609.7,75.7%,29.7%,22.6%,7,"['Annie', 'Lissandra', 'Ahri']",Mid Laner
2023,Spring_Playoffs,Team Whales,Killerqueen,9,3,6,33.3%,2.89,4,5.56,2.11,167.78,5.24,10.9,342,9.4k,294.6,68.5%,23.4%,19.1%,5,"['Viego', 'Vi', 'Lee Sin']",Jungler
2023,Spring_Playoffs,Team Whales,Nagiya,9,3,6,33.3%,1.33,5,6.33,1.53,230.78,7.21,11.1,346,11.2k,349.6,62.2%,10.8%,19.4%,6,"[""K'Sante"", 'Malphite', 'Jax']",Top Laner
2023,Spring_Playoffs,Team Whales,Vit,9,3,6,33.3%,4.33,2.78,4.56,3.2,322.56,10.07,15.1,470,23.1k,720.4,72.1%,35.1%,26.3%,5,"['Jinx', 'Zeri', 'Xayah']",Bot Laner
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Elio,29,14,15,48.3%,0.86,3.34,9.03,2.96,39.17,1.32,7.4,250,4.3k,146.2,66.3%,5.8%,13.3%,9,"['Rakan', 'Nautilus', 'Rell']",Support
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Ikigai,29,14,15,48.3%,2.24,2.17,8.76,5.06,158.52,5.36,10.2,344,9.4k,317.2,73.7%,15%,18.3%,12,"['Sejuani', 'Maokai', 'Nocturne']",Jungler
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Pun,29,14,15,48.3%,3.48,3.34,4.62,2.42,232.21,7.85,11.7,395,15.1k,510.2,54.3%,23.3%,21%,11,"['Jax', ""K'Sante"", 'Renekton']",Top Laner
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Pyshiro,29,14,15,48.3%,4.97,2.1,5.24,4.85,310.66,10.51,14.2,480,17.9k,606.2,68.4%,33.3%,25.6%,10,"['Xayah', ""Kai'Sa"", 'Kalista']",Bot Laner
2023,Summer_Season,CERBERUS Esports (Vietnamese Team),Richard I,29,14,15,48.3%,3.38,2.52,5.79,3.64,247.41,8.37,12,407,16.1k,543.1,61.4%,22.6%,21.7%,11,"['Ahri', 'Jayce', 'Tristana']",Mid Laner
2023,Summer_Season,GAM Esports,Kiaya,28,20,8,71.4%,3.21,2.36,6.46,4.11,247.29,8.49,12.3,422,16.3k,560.5,55.5%,18.4%,21.3%,8,"[""K'Sante"", 'Renekton', 'Jax']",Top Laner
2023,Summer_Season,GAM Esports,Levi,28,20,8,71.4%,2.89,2.71,9.79,4.67,170.61,5.86,11,378,10.4k,358.5,72.7%,16.6%,19.1%,11,"['Wukong', 'Ivern', 'Maokai']",Jungler
2023,Summer_Season,GAM Esports,Slayder,28,20,8,71.4%,5.75,2.14,5.61,5.3,287.57,9.87,14.2,487,17.6k,604.7,65.2%,33%,24.6%,7,"[""Kai'Sa"", 'Xayah', 'Draven']",Bot Laner
2023,Summer_Season,GAM Esports,Kati,26,18,8,69.2%,4.27,2.85,6.38,3.74,256.46,8.75,12.7,434,19.3k,659.4,63.1%,25.3%,22.2%,9,"['Ahri', 'Jayce', 'Syndra']",Mid Laner
2023,Summer_Season,GAM Esports,Zin,26,18,8,69.2%,1.08,3.5,10.62,3.34,36.23,1.24,7.4,253,4.8k,164.5,68.9%,6.3%,12.9%,9,"['Rell', 'Nautilus', 'Rakan']",Support
2023,Summer_Season,GAM Esports,Palette,2,2,0,100%,1.5,0.5,16.5,36,35.5,1.28,7.8,280,6.7k,240.8,76.6%,6.4%,12.7%,2,"['Rakan', 'Galio']",Support
2023,Summer_Season,GAM Esports,playcool,2,2,0,100%,7,1,7.5,14.5,248,9.29,13.9,522,17.7k,664.5,59.2%,28.6%,22.6%,1,['Tristana'],Mid Laner
2023,Summer_Season,MGN Box Esports,Slowz,30,7,23,23.3%,4.1,3.5,4.4,2.43,292.93,9.75,13.4,448,18.7k,621.4,69.7%,33.6%,24.7%,7,"[""Kai'Sa"", 'Xayah', 'Ashe']",Bot Laner
2023,Summer_Season,MGN Box Esports,Sorn,30,7,23,23.3%,2.3,4.13,6.17,2.05,178.2,5.93,10.7,356,10.4k,345.1,69.4%,18.9%,19.6%,9,"['Nocturne', 'Sejuani', 'Maokai']",Jungler
2023,Summer_Season,MGN Box Esports,Zodiac,30,7,23,23.3%,0.53,4.87,8.6,1.88,36.87,1.23,7.2,240,4.5k,148.4,74.9%,4.4%,13.3%,8,"['Rakan', 'Nautilus', 'Alistar']",Support
2023,Summer_Season,MGN Box Esports,Nugu,24,4,20,16.7%,3.13,3.13,4,2.28,255.29,8.59,11.8,398,17.5k,587.4,60.2%,26.4%,22.2%,13,"['Azir', 'Syndra', 'LeBlanc']",Mid Laner
2023,Summer_Season,MGN Box Esports,Yuki,19,4,15,21.1%,2.26,4.63,3.53,1.25,224.47,7.32,11.2,366,15.7k,512.9,45.3%,17.7%,20.1%,11,"['Renekton', 'Gnar', 'Gwen']",Top Laner
2023,Summer_Season,MGN Box Esports,Ryuk,11,3,8,27.3%,1.45,3.18,3,1.4,241.55,8.34,10.8,374,12k,412.9,39.8%,13%,20.8%,5,"['Renekton', 'Jax', 'Aatrox']",Top Laner
2023,Summer_Season,MGN Box Esports,Emo,6,3,3,50%,4,3.17,3.83,2.47,268,8.57,12.8,408,16.2k,517.9,57.3%,29.3%,21.7%,4,"['Neeko', 'Tristana', 'Sylas']",Mid Laner
2023,Summer_Season,Saigon Buffalo,Coated,27,15,12,55.6%,2.41,3.48,4.11,1.87,235.78,7.95,11.6,391,17.9k,602.7,49.9%,18.4%,21.1%,8,"['Jax', 'Rumble', 'Renekton']",Top Laner
2023,Summer_Season,Saigon Buffalo,Gury,27,15,12,55.6%,1.93,2.48,7.37,3.75,158.3,5.34,10.1,342,10.4k,350.8,71.1%,14.7%,18.4%,11,"['Maokai', 'Sejuani', 'Sion']",Jungler
2023,Summer_Season,Saigon Buffalo,Shogun,27,15,12,55.6%,4.48,2.41,4.44,3.71,291.7,9.84,13.7,463,20.5k,692.4,68.3%,34.3%,25%,12,"['Aphelios', 'Xayah', 'Ezreal']",Bot Laner
2023,Summer_Season,Saigon Buffalo,Slay,27,15,12,55.6%,0.67,2.48,9.7,4.18,30.52,1.03,7.3,247,4.7k,158.6,79.3%,5.1%,13.4%,11,"['Alistar', 'Milio', 'Rell']",Support
2023,Summer_Season,Saigon Buffalo,Blazes,14,10,4,71.4%,3.93,2.14,5.29,4.3,276.07,8.97,13.4,436,19.8k,642.2,67.5%,28.8%,22.9%,6,"['Jayce', 'Ahri', 'Lucian']",Mid Laner
2023,Summer_Season,Saigon Buffalo,Froggy,13,5,8,38.5%,3.23,3.31,5.62,2.67,215.54,7.58,10.7,378,16.4k,577.9,71%,25.9%,21%,10,"['Lucian', 'Karma', 'Jayce']",Mid Laner
2023,Summer_Season,Team Flash.Vietnam,Hieu3,29,12,17,41.4%,0.66,3.86,7.55,2.13,40.59,1.24,7.8,239,4.5k,139.1,70%,5.6%,13.2%,8,"['Rell', 'Nautilus', 'Braum']",Support
2023,Summer_Season,Team Flash.Vietnam,Jane,29,12,17,41.4%,2.66,2.38,4.76,3.12,288.83,8.85,13.3,407,18.2k,557.8,63.2%,22.6%,22.6%,10,"['Jayce', 'Ahri', 'Annie']",Mid Laner
2023,Summer_Season,Team Flash.Vietnam,Puddin,29,12,17,41.4%,4.79,1.97,3.41,4.18,336.59,10.31,15.3,470,20k,613.9,70%,40.9%,26.1%,5,"['Xayah', ""Kai'Sa"", 'Aphelios']",Bot Laner
2023,Summer_Season,Team Flash.Vietnam,Yoshino,29,12,17,41.4%,2.03,2.38,4.86,2.9,248.93,7.62,12.1,369,16.9k,517.4,58.8%,17.4%,20.5%,9,"['Renekton', 'Jax', 'Aatrox']",Top Laner
2023,Summer_Season,Team Flash.Vietnam,Phuc1,24,11,13,45.8%,1.5,2.79,7.04,3.06,156.42,4.75,10.4,315,8.6k,261.6,71.7%,12.6%,17.4%,9,"['Maokai', 'Viego', 'Sejuani']",Jungler
2023,Summer_Season,Team Flash.Vietnam,Draktharr,5,1,4,20%,2,4,4.6,1.65,156.2,4.98,10,319,10.1k,321.6,61.1%,18.5%,18.4%,4,"['Maokai', 'Wukong', 'Viego']",Jungler
2023,Summer_Season,Team Secret (Vietnamese Team),Eddie,26,13,13,50%,4.58,2.19,4.73,4.25,317.35,10.17,14.4,463,23.9k,764.8,68.4%,33.6%,25.2%,9,"['Xayah', 'Aphelios', ""Kai'Sa""]",Bot Laner
2023,Summer_Season,Team Secret (Vietnamese Team),Qiang,26,13,13,50%,2.46,3.23,6.69,2.83,157.65,5.05,10.4,333,9.2k,294.1,67.2%,18.1%,18.1%,13,"['Maokai', 'Trundle', 'Ivern']",Jungler
2023,Summer_Season,Team Secret (Vietnamese Team),Taki,26,13,13,50%,0.5,2.69,8.77,3.44,33.15,1.06,7.5,240,5.1k,162.2,68.1%,3.7%,13.1%,9,"['Rakan', 'Rell', 'Alistar']",Support
2023,Summer_Season,Team Secret (Vietnamese Team),Hasmed,20,11,9,55%,2.25,3.15,4.65,2.19,237.5,7.85,11.4,376,16.4k,542.9,49.1%,16%,20.3%,9,"['Renekton', 'Rumble', ""K'Sante""]",Top Laner
2023,Summer_Season,Team Secret (Vietnamese Team),Hiro02,18,9,9,50%,3.44,2.78,4,2.68,264.56,8.65,12.7,415,18.6k,608.1,56.8%,26.3%,22.5%,10,"['Jayce', 'Azir', ""K'Sante""]",Top Laner
2023,Summer_Season,Team Secret (Vietnamese Team),Artifact,12,6,6,50%,4.08,2.17,5,4.19,302.08,9.09,14.2,429,22.3k,671.2,64.5%,29%,23.4%,7,"['Azir', 'Ahri', 'Tristana']",Mid Laner
2023,Summer_Season,Team Secret (Vietnamese Team),Aress,2,0,2,0%,1,2,5,3,266,7.87,11.8,348,13.6k,403.9,54.5%,9.1%,20.5%,2,"['Neeko', 'Azir']",Mid Laner
2023,Summer_Season,Team Whales,BeanJ,31,19,12,61.3%,2.45,2.55,8.32,4.23,137.03,4.58,10,334,9.7k,323.7,69.3%,15.8%,17.6%,10,"['Sejuani', 'Maokai', 'Vi']",Jungler
2023,Summer_Season,Team Whales,Bie,31,19,12,61.3%,0.84,1.87,10.87,6.26,36.52,1.22,7.6,255,4k,132.5,75.3%,5.4%,13.4%,10,"['Rakan', 'Rell', 'Braum']",Support
2023,Summer_Season,Team Whales,Gloryy,31,19,12,61.3%,4.23,2.16,6.23,4.84,270.81,9.06,12.9,432,18.6k,623.1,67.2%,27.2%,22.7%,12,"['Neeko', 'Ahri', 'Azir']",Mid Laner
2023,Summer_Season,Team Whales,Sparda,31,19,12,61.3%,2.84,2.84,5.52,2.94,240.9,8.06,11.9,399,13.8k,461.2,53.7%,18.3%,21%,10,"['Renekton', ""K'Sante"", 'Jax']",Top Laner
2023,Summer_Season,Team Whales,Artemis,28,18,10,64.3%,5.5,2.07,6,5.55,298.54,9.97,14.5,485,20.2k,675.6,71.2%,34.1%,25.4%,9,"['Xayah', ""Kai'Sa"", 'Ashe']",Bot Laner
2023,Summer_Season,Team Whales,Vit,3,1,2,33.3%,2.33,1.33,3.67,4.5,289.33,9.81,12.5,422,13.3k,449.3,60%,23.3%,23.7%,3,"['Ashe', ""Kai'Sa"", 'Xayah']",Bot Laner
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Elio,8,2,6,25%,0.63,2.88,6.5,2.48,43.75,1.44,7.2,237,4.1k,134.9,77%,6.8%,13.6%,6,"['Rell', 'Rakan', 'Alistar']",Support
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Ikigai,8,2,6,25%,1.25,2.75,5.38,2.41,153.63,5.05,9.4,310,7.9k,260.2,71.6%,13.5%,17.7%,8,"['Maokai', 'Lee Sin', 'Poppy']",Jungler
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Pun,8,2,6,25%,1.63,3.75,4.38,1.6,246.75,8.11,11.2,368,16.3k,536.6,64.9%,17.6%,21%,7,"['Gwen', 'Jax', 'Rumble']",Top Laner
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Pyshiro,8,2,6,25%,3,1.88,4,3.73,328.25,10.79,13.6,447,16.5k,541,75.7%,32.4%,25.5%,5,"[""Kai'Sa"", 'Sivir', 'Ezreal']",Bot Laner
2023,Summer_Playoffs,CERBERUS Esports (Vietnamese Team),Richard I,8,2,6,25%,2.75,2.75,3.75,2.36,260.25,8.55,11.8,389,16.1k,527.6,70.3%,29.7%,22.2%,7,"['Tristana', 'Azir', 'Galio']",Mid Laner
2023,Summer_Playoffs,GAM Esports,Kati,13,9,4,69.2%,3.77,2.77,8.08,4.28,278.31,8.97,13.5,435,22.6k,728.2,69.7%,22.2%,22.4%,7,"['Syndra', 'Tristana', 'LeBlanc']",Mid Laner
2023,Summer_Playoffs,GAM Esports,Kiaya,13,9,4,69.2%,2.46,2.23,8,4.69,250.62,8.08,11.9,383,17.6k,565.9,61.5%,14.5%,19.8%,8,"['Jax', 'Ornn', ""K'Sante""]",Top Laner
2023,Summer_Playoffs,GAM Esports,Levi,13,9,4,69.2%,3.54,2.62,9.08,4.82,174.46,5.62,11.5,370,12.8k,412.9,74.2%,20.8%,19.1%,9,"['Wukong', 'Rell', 'Maokai']",Jungler
2023,Summer_Playoffs,GAM Esports,Palette,13,9,4,69.2%,0.69,2.38,12,5.32,35.77,1.15,7.8,251,5.1k,165,74.7%,4.1%,12.9%,6,"['Rell', 'Lulu', 'Braum']",Support
2023,Summer_Playoffs,GAM Esports,Slayder,13,9,4,69.2%,6.54,2.77,5.62,4.39,322.85,10.41,15.5,499,23.2k,746.5,71.5%,38.5%,25.8%,3,"['Zeri', ""Kai'Sa"", 'Xayah']",Bot Laner
2023,Summer_Playoffs,Saigon Buffalo,Coated,18,9,9,50%,1.61,3.28,5.22,2.08,238.06,7.91,11.4,379,17.4k,579.1,53.5%,12.6%,20.5%,5,"['Renekton', ""K'Sante"", 'Rumble']",Top Laner
2023,Summer_Playoffs,Saigon Buffalo,Gury,18,9,9,50%,1.89,2.72,7.5,3.45,170.67,5.67,10.7,356,10.8k,359.4,73.5%,14.8%,19.2%,8,"['Nocturne', 'Rell', 'Taliyah']",Jungler
2023,Summer_Playoffs,Saigon Buffalo,Shogun,18,9,9,50%,5.11,2.78,3.89,3.24,295.56,9.82,14,465,18.7k,622,70.4%,40%,25.1%,8,"['Xayah', 'Aphelios', 'Varus']",Bot Laner
2023,Summer_Playoffs,Saigon Buffalo,Slay,18,9,9,50%,0.56,2.94,8.94,3.23,32.17,1.07,7.3,243,5.3k,174.6,74.3%,4.3%,13.1%,8,"['Alistar', 'Lulu', 'Rell']",Support
2023,Summer_Playoffs,Saigon Buffalo,Blazes,15,8,7,53.3%,3.93,2.87,4.53,2.95,261,8.88,12.7,431,17.1k,583.2,67.9%,31.6%,23.1%,9,"['Jayce', 'LeBlanc', 'Sylas']",Mid Laner
2023,Summer_Playoffs,Saigon Buffalo,Froggy,3,1,2,33.3%,2,4.67,7.67,2.07,208.67,6.2,11,326,14.8k,439.7,67.4%,14%,18.2%,2,"['Taliyah', 'Karma']",Mid Laner
2023,Summer_Playoffs,Team Flash.Vietnam,Hieu3,9,3,6,33.3%,1,4.22,8.89,2.34,31.67,0.98,7.7,239,4.4k,136.7,72.4%,7.3%,13.5%,5,"['Rell', 'Alistar', 'Lulu']",Support
2023,Summer_Playoffs,Team Flash.Vietnam,Jane,9,3,6,33.3%,3.78,2.56,5.22,3.52,252.89,7.81,12.3,381,20.4k,630.6,65.9%,27.6%,21.6%,6,"['Neeko', 'Annie', 'Taliyah']",Mid Laner
2023,Summer_Playoffs,Team Flash.Vietnam,Puddin,9,3,6,33.3%,4.44,2.56,4.22,3.39,319.56,9.87,14.6,451,21.6k,665.9,63.4%,32.5%,25.5%,3,"['Zeri', ""Kai'Sa"", 'Xayah']",Bot Laner
2023,Summer_Playoffs,Team Flash.Vietnam,Yoshino,9,3,6,33.3%,2,2.78,4.78,2.44,245.89,7.6,11.9,368,19.1k,589.1,49.6%,14.6%,20.8%,4,"['Aatrox', 'Renekton', 'Gragas']",Top Laner
2023,Summer_Playoffs,Team Flash.Vietnam,Phuc1,6,2,4,33.3%,1.33,3.33,9.5,3.25,156,4.73,10,304,8.3k,250.5,74.7%,9.2%,17.3%,4,"['Vi', 'Sejuani', 'Viego']",Jungler
2023,Summer_Playoffs,Team Flash.Vietnam,Draktharr,3,1,2,33.3%,4.67,2,4,4.33,198.33,6.37,11.9,380,12k,384.3,72.2%,38.9%,21.2%,2,"['Viego', 'Rell']",Jungler
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Eddie,18,10,8,55.6%,4.22,1.22,4.17,6.86,347,11.1,14.9,478,20.4k,653.7,75.1%,37.8%,25.6%,5,"['Xayah', 'Zeri', ""Kai'Sa""]",Bot Laner
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Hasmed,18,10,8,55.6%,2.67,2.94,3.44,2.08,265.61,8.5,12.3,393,16.3k,522.6,54.7%,23.9%,21%,8,"['Renekton', 'Aatrox', ""K'Sante""]",Top Laner
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Hiro02,18,10,8,55.6%,2.33,2.5,4.33,2.67,301.44,9.65,13.5,431,17.5k,559.9,59.7%,20.9%,23.1%,7,"['Jayce', 'Azir', 'Neeko']",Mid Laner
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Qiang,18,10,8,55.6%,1.28,2.17,7.39,4,161.83,5.18,10.2,328,9.9k,315.7,77.6%,11.4%,17.6%,7,"['Sejuani', 'Maokai', 'Poppy']",Jungler
2023,Summer_Playoffs,Team Secret (Vietnamese Team),Taki,18,10,8,55.6%,0.67,2.28,7.44,3.56,30.78,0.98,7.4,237,4k,128.3,72.6%,6%,12.7%,6,"['Alistar', 'Rell', 'Rakan']",Support
2023,Summer_Playoffs,Team Whales,Artemis,20,10,10,50%,4.9,2.05,4.65,4.66,316,10.64,14.2,479,19.3k,648.5,74.6%,38.3%,26.4%,6,"[""Kai'Sa"", 'Xayah', 'Aphelios']",Bot Laner
2023,Summer_Playoffs,Team Whales,BeanJ,20,10,10,50%,1.65,2.3,7.9,4.15,131.75,4.43,9.2,309,7k,234.1,74.6%,12.9%,17.1%,7,"['Vi', 'Sejuani', 'Rell']",Jungler
2023,Summer_Playoffs,Team Whales,Gloryy,20,10,10,50%,3.15,2.05,5.4,4.17,268.55,9.04,12.3,415,16.6k,559.1,66.8%,24.6%,22.9%,9,"['Ahri', 'LeBlanc', 'Jayce']",
2023,Summer_Playoffs,Team Whales,Sparda,20,10,10,50%,2.45,2.85,5,2.61,229.85,7.74,11,372,12.2k,411.5,58.2%,19.1%,20.5%,6,"[""K'Sante"", 'Renekton', 'Aatrox']",Top Laner
2023,Summer_Playoffs,Team Whales,Bie,16,9,7,56.3%,0.5,1.5,8.25,5.83,35.94,1.22,7,237,3.6k,122,70.4%,4%,13%,6,"['Nautilus', 'Alistar', 'Rakan']",Support
2023,Summer_Playoffs,Team Whales,CBL,4,1,3,25%,1.25,4.5,8.5,2.17,35.25,1.14,7.4,237,4.8k,154.9,68.4%,8.8%,13.5%,2,"['Nautilus', 'Leona']",Support
2024,Spring_Promotion,APOLLO GAMING,Bun,25,12,13,48%,0.52,3.2,9.92,3.26,33.48,1.08,7.5,241,5k,160.9,70.2%,3.5%,12.8%,9,"['Nautilus', 'Rakan', 'Rell']",Support
2024,Spring_Promotion,APOLLO GAMING,TomRio,25,12,13,48%,3.04,2.4,7.72,4.48,207.88,6.7,11.9,382,11.6k,373.3,72.3%,20.4%,20.4%,10,"['Jarvan IV', 'Rell', 'Viego']",
2024,Spring_Promotion,APOLLO GAMING,Vince,25,12,13,48%,3.36,2.28,5.44,3.86,276.96,8.93,13.2,425,17.2k,552.9,59.1%,22.6%,22.7%,9,"['Orianna', 'Lissandra', 'Galio']",Mid Laner
2024,Spring_Promotion,APOLLO GAMING,Yuki,25,12,13,48%,3.12,3.28,5.04,2.49,240.68,7.76,12.1,390,17.9k,578.4,54.8%,21%,20.8%,8,"['Rumble', 'Jax', 'Renekton']",Top Laner
2024,Spring_Promotion,APOLLO GAMING,Kwhite,20,8,12,40%,5.05,2.3,4.4,4.11,274.35,8.91,13.9,450,19.2k,623.7,67.5%,36.1%,24.3%,8,"['Aphelios', 'Xayah', 'Ezreal']",Bot Laner
2024,Spring_Promotion,APOLLO GAMING,K1thy1,5,4,1,80%,4,1.6,10.2,8.88,195.8,6.14,12.5,392,11.5k,361.5,77.2%,21.7%,19.9%,3,"['Jarvan IV', 'Sejuani', 'Viego']",Jungler
2024,Spring_Promotion,CYRUS,dttt,12,3,9,25%,3.58,4.08,4.08,1.88,224.5,7.94,11.3,399,18.9k,666.4,53.2%,24.9%,21.8%,5,"['Yone', 'Taliyah', 'Akali']",
2024,Spring_Promotion,CYRUS,Nemo,12,3,9,25%,3.75,5,4.83,1.72,244.92,8.66,12.2,431,18.5k,653.8,59.5%,26%,23.6%,5,"['Xayah', ""Kai'Sa"", 'Zeri']",Bot Laner
2024,Spring_Promotion,CYRUS,NoNoNo1,12,3,9,25%,3.25,4.5,7.58,2.41,167.5,5.92,10.5,371,15k,529.2,75.1%,22.5%,20.3%,5,"['Jarvan IV', 'Karthus', 'Lee Sin']",Jungler
2024,Spring_Promotion,CYRUS,uncle4,12,3,9,25%,0.5,5.33,10.25,2.02,39.17,1.38,7.2,253,6.1k,214.5,74.6%,3.5%,13.8%,6,"['Rakan', 'Rell', 'Nautilus']",
2024,Spring_Promotion,CYRUS,Be,11,3,8,27.3%,3.64,3.36,4.09,2.3,203.91,7.16,10.7,376,15.6k,547.8,52.8%,24.8%,20.5%,4,"['Aatrox', ""K'Sante"", 'Renekton']",Top Laner
2024,Spring_Promotion,CYRUS,Mounnika,1,0,1,0%,0,5,3,0.6,176,6.77,8.5,328,15.6k,601.9,25%,0%,18.9%,1,['Gnar'],Top Laner
